"List of Candidates. The file was created on Thursday, September 2, 2021."										
Liste des candidats. Le fichier a été créé le jeudi 2 septembre 2021.										
										
Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	 Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat	Date of Receipt of Notification of Confirmation  / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	People's Party of Canada	Parti populaire du Canada	Heidinger	Brodie			20-Aug-21	12:00:00
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	Conservative Party of Canada	Parti conservateur du Canada	Motz	Glen		(403) 487-3600	20-Aug-21	12:00:00
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	Maverick Party	Maverick Party	Shoesmith	Geoff			20-Aug-21	12:00:00
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	New Democratic Party	Nouveau Parti démocratique	Stenger	Jocelyn			29-Aug-21	6:30:00
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	Liberal Party of Canada	Parti libéral du Canada	Wilson	Hannah			26-Aug-21	9:00:00
48028	Peace River--Westlock	Peace River--Westlock	People's Party of Canada	Parti populaire du Canada	Boisson	Darryl			24-Aug-21	8:00:00
48028	Peace River--Westlock	Peace River--Westlock	Maverick Party	Maverick Party	Krieger	Colin		(780) 558-9075	20-Aug-21	12:00:00
48028	Peace River--Westlock	Peace River--Westlock	Green Party of Canada	Le Parti Vert du Canada	MacDougall	Jordan Francis			29-Aug-21	7:00:00
48028	Peace River--Westlock	Peace River--Westlock	Liberal Party of Canada	Parti libéral du Canada	Penny	Leslie			24-Aug-21	7:00:00
48028	Peace River--Westlock	Peace River--Westlock	New Democratic Party	Nouveau Parti démocratique	Ungstad	Gail			23-Aug-21	2:30:00
48028	Peace River--Westlock	Peace River--Westlock	Conservative Party of Canada	Parti conservateur du Canada	Viersen	Arnold		(780) 305-6393	21-Aug-21	8:00:00
48029	Red Deer--Mountain View	Red Deer--Mountain View	Liberal Party of Canada	Parti libéral du Canada	Adewumi	Olumide		(403) 922-7440	30-Aug-21	3:00:00
48029	Red Deer--Mountain View	Red Deer--Mountain View	Conservative Party of Canada	Parti conservateur du Canada	Dreeshen	Earl		(403) 357-9281	23-Aug-21	10:00:00
48029	Red Deer--Mountain View	Red Deer--Mountain View	New Democratic Party	Nouveau Parti démocratique	Grabowski	Marie			25-Aug-21	8:30:00
48029	Red Deer--Mountain View	Red Deer--Mountain View	People's Party of Canada	Parti populaire du Canada	Lorencz	Kelly			27-Aug-21	4:30:00
48029	Red Deer--Mountain View	Red Deer--Mountain View	Libertarian Party of Canada	Parti Libertarien du Canada	Pilon	Jared			25-Aug-21	5:30:00
48029	Red Deer--Mountain View	Red Deer--Mountain View	Maverick Party	Maverick Party	Wilcox	Mark			24-Aug-21	4:30:00
48029	Red Deer--Mountain View	Red Deer--Mountain View	Independent	Indépendant(e)	Willington	Clayten			26-Aug-21	5:00:00
48030	Red Deer--Lacombe	Red Deer--Lacombe	No Affiliation	Aucune appartenance	Barnes	Joan			26-Aug-21	5:00:00
48030	Red Deer--Lacombe	Red Deer--Lacombe	Conservative Party of Canada	Parti conservateur du Canada	Calkins	Blaine			25-Aug-21	3:30:00
48030	Red Deer--Lacombe	Red Deer--Lacombe	New Democratic Party	Nouveau Parti démocratique	Heyden-Kaye	Tanya			30-Aug-21	4:30:00
48030	Red Deer--Lacombe	Red Deer--Lacombe	Maverick Party	Maverick Party	Joujan	Harry			27-Aug-21	10:30:00
48030	Red Deer--Lacombe	Red Deer--Lacombe	People's Party of Canada	Parti populaire du Canada	Lim	Megan			30-Aug-21	12:00:00
48030	Red Deer--Lacombe	Red Deer--Lacombe	Liberal Party of Canada	Parti libéral du Canada	Ondieki	David			28-Aug-21	8:00:00
48030	Red Deer--Lacombe	Red Deer--Lacombe	Libertarian Party of Canada	Parti Libertarien du Canada	Watson	Matthew			25-Aug-21	4:00:00
48031	St. Albert--Edmonton	St. Albert--Edmonton	People's Party of Canada	Parti populaire du Canada	Cecelia	Brigitte		(587) 982-7244	28-Aug-21	8:30:00
48031	St. Albert--Edmonton	St. Albert--Edmonton	Conservative Party of Canada	Parti conservateur du Canada	Cooper	Michael		(587) 290-4344	24-Aug-21	2:00:00
48031	St. Albert--Edmonton	St. Albert--Edmonton	New Democratic Party	Nouveau Parti démocratique	Mpulubusi	Kathleen			28-Aug-21	9:30:00
48031	St. Albert--Edmonton	St. Albert--Edmonton	Liberal Party of Canada	Parti libéral du Canada	Springate	Greg		(780) 699-1073	29-Aug-21	4:00:00
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	Conservative Party of Canada	Parti conservateur du Canada	Genuis	Garnett		(587) 269-0558	24-Aug-21	9:15:00
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	Liberal Party of Canada	Parti libéral du Canada	Holm	Tanya		(780) 570-1871	23-Aug-21	5:30:00
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	Maverick Party	Maverick Party	Newberry	Todd			29-Aug-21	7:30:00
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	Green Party of Canada	Le Parti Vert du Canada	Perris	Sheldon Jonah			29-Aug-21	8:00:00
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	Independent	Indépendant(e)	Simpson	Charles		(780) 667-5280	30-Aug-21	3:30:00
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	New Democratic Party	Nouveau Parti démocratique	Theroux	Aidan Bradley			23-Aug-21	9:00:00
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	People's Party of Canada	Parti populaire du Canada	Wetterstrand	John		(587) 882-3950	24-Aug-21	11:15:00
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	Maverick Party	Maverick Party	Dunham	Jeff			21-Aug-21	7:00:00
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	Conservative Party of Canada	Parti conservateur du Canada	Lloyd	Dane		(780) 405-8605	21-Aug-21	5:30:00
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	People's Party of Canada	Parti populaire du Canada	MacKinnon	Murray			23-Aug-21	11:00:00
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	New Democratic Party	Nouveau Parti démocratique	Mills	Kendra			28-Aug-21	8:20:00
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	Liberal Party of Canada	Parti libéral du Canada	Walker	Irene			27-Aug-21	12:47:00
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Willerton	Jeffrey			24-Aug-21	11:42:00
48034	Yellowhead	Yellowhead	Veterans Coalition Party of Canada	Parti de la coalition des anciens combattants du Canada	Francey	Gordon		(780) 701-2867	30-Aug-21	3:00:00
48034	Yellowhead	Yellowhead	People's Party of Canada	Parti populaire du Canada	Manchen	Michael			28-Aug-21	2:00:00
48034	Yellowhead	Yellowhead	Maverick Party	Maverick Party	Muir	Todd			21-Aug-21	6:00:00
48034	Yellowhead	Yellowhead	New Democratic Party	Nouveau Parti démocratique	Roy	Guillaume			29-Aug-21	10:30:00
48034	Yellowhead	Yellowhead	Liberal Party of Canada	Parti libéral du Canada	Schumacher	Sheila			30-Aug-21	6:30:00
48034	Yellowhead	Yellowhead	Conservative Party of Canada	Parti conservateur du Canada	Soroka	Gerald		(780) 600-1171	25-Aug-21	1:30:00
59001	Abbotsford	Abbotsford	Conservative Party of Canada	Parti conservateur du Canada	Fast	Ed			26-Aug-21	12:30:00
59001	Abbotsford	Abbotsford	Green Party of Canada	Le Parti Vert du Canada	Fowler	Stephen			30-Aug-21	8:30:00
59001	Abbotsford	Abbotsford	Liberal Party of Canada	Parti libéral du Canada	Gill	Navreen			24-Aug-21	12:00:00
59001	Abbotsford	Abbotsford	People's Party of Canada	Parti populaire du Canada	Sinclair	Kevin			26-Aug-21	12:30:00
59001	Abbotsford	Abbotsford	New Democratic Party	Nouveau Parti démocratique	yakandawela	dharmasena			29-Aug-21	3:00:00
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	Liberal Party of Canada	Parti libéral du Canada	Beech	Terry		(833) 228-3779	26-Aug-21	10:30:00
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	Green Party of Canada	Le Parti Vert du Canada	Dolling	Peter			30-Aug-21	11:30:00
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	New Democratic Party	Nouveau Parti démocratique	Hanson	Jim			26-Aug-21	3:00:00
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	People's Party of Canada	Parti populaire du Canada	Nickerson	Brad			30-Aug-21	5:30:00
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	Conservative Party of Canada	Parti conservateur du Canada	Shein	Kelsey		(604) 700-9584	25-Aug-21	9:30:00
59003	Burnaby South	Burnaby-Sud	Green Party of Canada	Le Parti Vert du Canada	Curran	Maureen			30-Aug-21	4:00:00
59003	Burnaby South	Burnaby-Sud	Independent	Indépendant(e)	Kendell	Martin			28-Aug-21	4:00:00
59003	Burnaby South	Burnaby-Sud	Conservative Party of Canada	Parti conservateur du Canada	Lavji	Likky			22-Aug-21	12:00:00
59003	Burnaby South	Burnaby-Sud	Liberal Party of Canada	Parti libéral du Canada	Sami	Brea Huang		(603) 213-1888	30-Aug-21	1:30:00
59003	Burnaby South	Burnaby-Sud	New Democratic Party	Nouveau Parti démocratique	Singh	Jagmeet			25-Aug-21	12:00:00
59003	Burnaby South	Burnaby-Sud	People's Party of Canada	Parti populaire du Canada	Williams	Marcella			30-Aug-21	5:30:00
59004	Cariboo--Prince George	Cariboo--Prince George	Conservative Party of Canada	Parti conservateur du Canada	Doherty	Todd			24-Aug-21	4:30:00
59004	Cariboo--Prince George	Cariboo--Prince George	Liberal Party of Canada	Parti libéral du Canada	Frizzell	Garth		(778) 349-5322	29-Aug-21	12:00:00
59004	Cariboo--Prince George	Cariboo--Prince George	People's Party of Canada	Parti populaire du Canada	Gustafson	Jeremy			25-Aug-21	1:00:00
59004	Cariboo--Prince George	Cariboo--Prince George	Green Party of Canada	Le Parti Vert du Canada	Hunsinger-Chang	Leigh		(778) 400-5818	26-Aug-21	6:00:00
59004	Cariboo--Prince George	Cariboo--Prince George	New Democratic Party	Nouveau Parti démocratique	McKinnon	Audrey		(250) 596-5501	23-Aug-21	10:30:00
59004	Cariboo--Prince George	Cariboo--Prince George	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Thiessen	Henry		(250) 570-0053	25-Aug-21	10:30:00
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	Conservative Party of Canada	Parti conservateur du Canada	Albas	Dan		1 866 951-7957	26-Aug-21	6:30:00
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	Liberal Party of Canada	Parti libéral du Canada	Eves	Sarah			22-Aug-21	7:00:00
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	People's Party of Canada	Parti populaire du Canada	Mcdonald	Kathryn			28-Aug-21	9:30:00
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	New Democratic Party	Nouveau Parti démocratique	Phillip	Joan		(778) 214-5167	23-Aug-21	9:30:00
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	Green Party of Canada	Le Parti Vert du Canada	Wauters	Brennan			31-Aug-21	4:30:00
59006	Chilliwack--Hope	Chilliwack--Hope	People's Party of Canada	Parti populaire du Canada	Bogunovic	Rob		(236) 986-1337	25-Aug-21	9:00:00
59006	Chilliwack--Hope	Chilliwack--Hope	Green Party of Canada	Le Parti Vert du Canada	Green	Arthur			26-Aug-21	10:00:00
59006	Chilliwack--Hope	Chilliwack--Hope	New Democratic Party	Nouveau Parti démocratique	Pohl	DJ		(778) 214-9710	26-Aug-21	10:00:00
59006	Chilliwack--Hope	Chilliwack--Hope	Conservative Party of Canada	Parti conservateur du Canada	Strahl	Mark		(604) 799-8431	26-Aug-21	9:30:00
59006	Chilliwack--Hope	Chilliwack--Hope	Liberal Party of Canada	Parti libéral du Canada	Velonis	Kelly		(604) 316-6006	30-Aug-21	5:00:00
59007	Cloverdale--Langley City	Cloverdale--Langley City	Liberal Party of Canada	Parti libéral du Canada	Aldag	John		(604) 774-3484	21-Aug-21	3:00:00
59007	Cloverdale--Langley City	Cloverdale--Langley City	Conservative Party of Canada	Parti conservateur du Canada	Jansen	Tamara		(236) 992-6060	22-Aug-21	3:00:00
59007	Cloverdale--Langley City	Cloverdale--Langley City	New Democratic Party	Nouveau Parti démocratique	Jayaprakash	Rajesh			27-Aug-21	3:00:00
59007	Cloverdale--Langley City	Cloverdale--Langley City	People's Party of Canada	Parti populaire du Canada	Kennedy	Ian			31-Aug-21	12:00:00
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	Conservative Party of Canada	Parti conservateur du Canada	Anastasiadis	Katerina		(778) 831-0149	27-Aug-21	2:00:00
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	People's Party of Canada	Parti populaire du Canada	Brundell	Kimberly		(778) 839-7566	29-Aug-21	8:00:00
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	New Democratic Party	Nouveau Parti démocratique	Dupont	Laura		(778) 285-0416	26-Aug-21	7:30:00
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	Liberal Party of Canada	Parti libéral du Canada	McKinnon	Ron		(778) 730-1965	27-Aug-21	5:30:00
59009	Courtenay--Alberni	Courtenay--Alberni	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Biley	Barbara		(613) 792-4475	26-Aug-21	3:30:00
59009	Courtenay--Alberni	Courtenay--Alberni	People's Party of Canada	Parti populaire du Canada	Eppich	Robert		(250) 792-0078	25-Aug-21	4:30:00
59009	Courtenay--Alberni	Courtenay--Alberni	Liberal Party of Canada	Parti libéral du Canada	Farlinger	Susan			28-Aug-21	3:00:00
59009	Courtenay--Alberni	Courtenay--Alberni	New Democratic Party	Nouveau Parti démocratique	Johns	Gord		(778) 421-1125	21-Aug-21	8:30:00
59009	Courtenay--Alberni	Courtenay--Alberni	Green Party of Canada	Le Parti Vert du Canada	Lawson	Susanne			28-Aug-21	4:00:00
59009	Courtenay--Alberni	Courtenay--Alberni	Conservative Party of Canada	Parti conservateur du Canada	Lee	Mary		(778) 744-0727	21-Aug-21	9:00:00
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	Conservative Party of Canada	Parti conservateur du Canada	DeLong	Alana		(778) 817-0840	21-Aug-21	5:00:00
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	People's Party of Canada	Parti populaire du Canada	Hecht	Mark		(403) 973-0712	28-Aug-21	1:30:00
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	Liberal Party of Canada	Parti libéral du Canada	Herbert	Blair		(778) 455-1181	28-Aug-21	3:30:00
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	New Democratic Party	Nouveau Parti démocratique	MacGregor	Alistair			21-Aug-21	4:00:00
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	Green Party of Canada	Le Parti Vert du Canada	Versaevel	Lia			28-Aug-21	8:30:00
59011	Delta	Delta	New Democratic Party	Nouveau Parti démocratique	Dean	Monika			28-Aug-21	9:30:00
59011	Delta	Delta	Independent	Indépendant(e)	Pan	Hong Yan		(604) 653-8036	25-Aug-21	4:00:00
59011	Delta	Delta	Liberal Party of Canada	Parti libéral du Canada	Qualtrough	Carla		(236) 889-8865	27-Aug-21	12:30:00
59011	Delta	Delta	Conservative Party of Canada	Parti conservateur du Canada	Shearer	Garry		(778) 697-6451	23-Aug-21	6:00:00
59011	Delta	Delta	Green Party of Canada	Le Parti Vert du Canada	Smith	Jeremy			30-Aug-21	11:00:00
59011	Delta	Delta	People's Party of Canada	Parti populaire du Canada	Tarasenko	Paul			29-Aug-21	7:00:00
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	People's Party of Canada	Parti populaire du Canada	Birring	Amrit			28-Aug-21	10:00:00
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	Green Party of Canada	Le Parti Vert du Canada	DeNure	Perry			28-Aug-21	10:30:00
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	Liberal Party of Canada	Parti libéral du Canada	Hardie	Ken		(604) 759-3831	25-Aug-21	5:30:00
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	Conservative Party of Canada	Parti conservateur du Canada	Hayer	Dave		(604) 351-4488	24-Aug-21	5:30:00
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	Independent	Indépendant(e)	Krishnan	Murali			25-Aug-21	10:00:00
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	New Democratic Party	Nouveau Parti démocratique	Toor	Raji			27-Aug-21	9:00:00
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Independent	Indépendant(e)	Allan	Wayne			26-Aug-21	2:30:00
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Conservative Party of Canada	Parti conservateur du Canada	Caputo	Frank		(250) 371-0777	27-Aug-21	6:30:00
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Green Party of Canada	Le Parti Vert du Canada	Currie	Iain			26-Aug-21	4:00:00
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	People's Party of Canada	Parti populaire du Canada	Delwo	Corally			26-Aug-21	3:00:00
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Liberal Party of Canada	Parti libéral du Canada	McCormick	Jesse		(250) 363-9425	27-Aug-21	2:00:00
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Independent	Indépendant(e)	O'Brien	Bob			27-Aug-21	4:00:00
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	New Democratic Party	Nouveau Parti démocratique	Sundhu	Bill		(250) 852-7444	25-Aug-21	11:00:00
59014	Kelowna--Lake Country	Kelowna--Lake Country	New Democratic Party	Nouveau Parti démocratique	Desjarlais	Cade		(778) 738-2040	24-Aug-21	12:00:00
59014	Kelowna--Lake Country	Kelowna--Lake Country	Conservative Party of Canada	Parti conservateur du Canada	Gray	Tracy		(250) 300-0569	20-Aug-21	10:00:00
59014	Kelowna--Lake Country	Kelowna--Lake Country	Liberal Party of Canada	Parti libéral du Canada	Krupa	Tim		(778) 738-3586	29-Aug-21	8:00:00
59014	Kelowna--Lake Country	Kelowna--Lake Country	People's Party of Canada	Parti populaire du Canada	Rogers	Brian			26-Aug-21	12:30:00
59014	Kelowna--Lake Country	Kelowna--Lake Country	Green Party of Canada	Le Parti Vert du Canada	Szeman	Imre			31-Aug-21	1:00:00
59015	Kootenay--Columbia	Kootenay--Columbia	People's Party of Canada	Parti populaire du Canada	Bennett	Sarah			28-Aug-21	5:00:00
59015	Kootenay--Columbia	Kootenay--Columbia	Liberal Party of Canada	Parti libéral du Canada	Goldsbury	Robin			25-Aug-21	4:30:00
59015	Kootenay--Columbia	Kootenay--Columbia	Conservative Party of Canada	Parti conservateur du Canada	Morrison	Rob		(778) 517-5710	24-Aug-21	3:00:00
59015	Kootenay--Columbia	Kootenay--Columbia	Green Party of Canada	Le Parti Vert du Canada	Nelson	Rana		(250) 837-1437	28-Aug-21	12:00:00
59015	Kootenay--Columbia	Kootenay--Columbia	New Democratic Party	Nouveau Parti démocratique	Stetski	Wayne		(778) 561-1637	24-Aug-21	11:25:00
59016	Langley--Aldergrove	Langley--Aldergrove	People's Party of Canada	Parti populaire du Canada	Boychuk	Rayna			30-Aug-21	3:00:00
59016	Langley--Aldergrove	Langley--Aldergrove	New Democratic Party	Nouveau Parti démocratique	Chang	Michael		(604) 839-9315	25-Aug-21	3:00:00
59016	Langley--Aldergrove	Langley--Aldergrove	Green Party of Canada	Le Parti Vert du Canada	Farstad	Kaija			30-Aug-21	3:00:00
59016	Langley--Aldergrove	Langley--Aldergrove	Liberal Party of Canada	Parti libéral du Canada	Richter	Kim		(778) 979-0839	21-Aug-21	3:00:00
59016	Langley--Aldergrove	Langley--Aldergrove	Conservative Party of Canada	Parti conservateur du Canada	Van Popta	Tako		(778) 548-8685	23-Aug-21	3:00:00
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	Green Party of Canada	Le Parti Vert du Canada	Bellay	Nicole		(672) 998-0335	25-Aug-21	7:30:00
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	Liberal Party of Canada	Parti libéral du Canada	Grewal	Geet		(604) 348-7000	27-Aug-21	1:30:00
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	People's Party of Canada	Parti populaire du Canada	Niles	Tyler Russell			28-Aug-21	5:30:00
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	New Democratic Party	Nouveau Parti démocratique	Perrin	Lynn			27-Aug-21	3:30:00
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	Conservative Party of Canada	Parti conservateur du Canada	Vis	Brad		(604) 287-0077	23-Aug-21	12:00:00
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	New Democratic Party	Nouveau Parti démocratique	Barron	Lisa Marie		(778) 441-5201	24-Aug-21	5:30:00
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	Liberal Party of Canada	Parti libéral du Canada	Corfield	Michelle		(250) 591-0206	26-Aug-21	7:07:00
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	Conservative Party of Canada	Parti conservateur du Canada	Kronis	Tamara		(250) 668-6699	23-Aug-21	8:15:00
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	Green Party of Canada	Le Parti Vert du Canada	Manly	Paul		(250) 802-7056	28-Aug-21	8:45:00
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	People's Party of Canada	Parti populaire du Canada	Welton	Stephen		(250) 268-8710	29-Aug-21	8:45:00
